id,Passenger Type,Age,Type of Trip,Ticket Class,Trip Distance,Seat comfort,Departure/Arrival time convenient,Dining Service,Platform Location,Onboard wifi service,Onboard entertainment,Online support,Ease of Online booking,Train Staff Service,Leg room service,Baggage handling,Ticket Verification Service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,nation,Train Model Year,satisfaction
106668,Frequent Traveler,40,Work Commute,First Class,321,0,0,0,4,4,,5,3,3,3,3,3,3,4,0,0,France,1996,satisfied
106669,Frequent Traveler,48,Leisure Trip,Standard,2078,4,5,4,2,4,4,4,4,3,2,4,5,5,4,8,1,Austria,2007,dissatisfied
106670,Frequent Traveler,23,Work Commute,Standard,3266,4,3,3,3,4,4,5,4,4,4,3,2,2,4,0,0,Norway,1986,satisfied
106671,Occasional Traveler,21,Work Commute,Standard,1907,5,0,5,3,5,5,5,5,4,3,4,3,4,5,0,0,Italy,1951,satisfied
106672,Frequent Traveler,42,Work Commute,First Class,1810,4,4,4,4,4,4,4,5,5,5,5,3,5,5,53,20,Switzerland,1965,satisfied
106673,Frequent Traveler,47,Leisure Trip,First Class,824,3,2,3,3,1,3,3,4,4,3,4,3,4,1,24,21,Germany,2016,dissatisfied
106674,Frequent Traveler,17,Work Commute,First Class,2855,5,5,1,5,5,5,5,5,5,3,5,4,5,5,0,0,Netherlands,2008,satisfied
106675,Frequent Traveler,22,Work Commute,Comfort,2870,5,1,1,1,5,,5,5,4,3,5,4,1,5,4,0,Italy,2002,satisfied
106676,Frequent Traveler,44,Work Commute,First Class,1540,3,4,4,4,3,3,4,3,3,3,3,3,3,4,24,6,Italy,1940,dissatisfied
106677,Occasional Traveler,43,Work Commute,Standard,2012,2,0,2,4,1,2,1,1,1,3,2,2,5,1,0,0,Sweden,1934,dissatisfied
106678,Frequent Traveler,43,Work Commute,First Class,3291,5,5,5,5,5,4,4,4,4,4,5,5,4,2,0,0,Norway,1985,satisfied
106679,Frequent Traveler,54,Work Commute,First Class,3408,4,2,5,2,2,4,4,4,4,4,4,3,4,3,32,40,France,2009,dissatisfied
106680,Frequent Traveler,27,Leisure Trip,Standard,2347,3,4,3,1,3,3,3,3,4,2,5,5,5,3,0,0,Germany,1949,dissatisfied
106681,Frequent Traveler,49,Work Commute,First Class,278,2,1,2,2,4,3,3,2,2,2,2,2,2,2,3,8,Belgium,1974,dissatisfied
106682,Frequent Traveler,44,Work Commute,First Class,2573,3,4,3,3,2,4,5,4,4,4,4,3,4,3,0,0,Austria,1953,satisfied
106683,Frequent Traveler,60,Work Commute,First Class,1656,2,2,2,2,3,5,5,4,4,4,4,4,4,3,0,3,Germany,1945,satisfied
106684,Frequent Traveler,40,Work Commute,Standard,1711,4,1,1,1,4,4,4,4,2,3,3,2,3,4,19,25,Austria,1979,dissatisfied
106685,Frequent Traveler,39,Work Commute,Standard,2629,4,1,3,1,4,4,4,4,1,2,2,4,1,4,5,0,Norway,2014,satisfied
106686,Frequent Traveler,21,Leisure Trip,Standard,1588,2,4,2,4,1,2,1,1,5,3,5,4,5,1,0,0,France,1950,dissatisfied
106687,Frequent Traveler,29,Work Commute,First Class,4227,2,4,2,2,4,4,4,4,3,2,5,3,5,4,9,0,Austria,1953,satisfied
106688,Occasional Traveler,27,Work Commute,First Class,2448,0,0,0,3,2,0,3,2,3,4,4,5,5,2,1,0,France,2011,satisfied
106689,Occasional Traveler,36,Work Commute,First Class,1473,4,4,4,2,5,4,5,5,4,3,4,3,5,5,57,68,Spain,1982,dissatisfied
106690,Frequent Traveler,61,Leisure Trip,Comfort,2081,2,5,2,5,2,2,2,4,3,4,4,2,3,2,156,209,Sweden,1957,dissatisfied
106691,Frequent Traveler,39,Work Commute,First Class,2482,5,5,5,5,4,4,4,5,5,5,5,4,5,4,2,0,Sweden,1942,satisfied
106692,Frequent Traveler,32,Work Commute,First Class,4437,3,3,3,3,4,4,4,4,2,2,1,5,5,4,0,0,Germany,1978,satisfied
106693,Frequent Traveler,48,Work Commute,First Class,643,3,3,1,3,2,4,4,4,4,5,4,5,4,5,0,0,Sweden,1997,satisfied
106694,Frequent Traveler,23,Work Commute,First Class,3317,2,3,3,3,2,2,2,2,4,5,4,4,3,2,52,46,Norway,1949,dissatisfied
106695,Frequent Traveler,45,Work Commute,First Class,3811,4,3,3,3,1,3,3,4,4,4,4,2,4,4,0,0,Italy,1935,dissatisfied
106696,Frequent Traveler,32,Work Commute,First Class,1781,3,3,3,3,5,5,5,5,4,3,5,5,4,5,0,0,France,2007,satisfied
106697,Frequent Traveler,56,Work Commute,Standard,623,1,1,1,1,1,3,3,1,1,1,1,1,1,3,109,115,Switzerland,1934,dissatisfied
106698,Frequent Traveler,14,Leisure Trip,Standard,3568,1,5,1,1,5,1,5,5,4,2,3,5,5,5,4,0,Germany,1968,dissatisfied
106699,Frequent Traveler,46,Work Commute,First Class,1985,3,3,3,3,2,2,2,5,5,5,5,3,5,1,0,0,Germany,1978,satisfied
106700,Frequent Traveler,63,Leisure Trip,Standard,2057,2,3,2,3,3,2,3,3,1,,3,3,4,3,0,0,Norway,1983,dissatisfied
106701,Frequent Traveler,38,Work Commute,First Class,3399,2,1,1,1,2,3,4,2,2,2,2,3,2,4,0,11,Belgium,1976,dissatisfied
106702,Frequent Traveler,49,Work Commute,First Class,3105,1,5,5,5,1,3,3,1,1,1,1,3,1,4,0,0,Austria,1939,dissatisfied
106703,Frequent Traveler,32,Work Commute,First Class,2284,1,1,1,1,5,5,5,5,3,1,3,4,1,5,0,0,Switzerland,1974,satisfied
106704,Occasional Traveler,20,Work Commute,Standard,1813,2,0,2,5,2,2,5,2,3,3,4,3,5,2,2,0,Sweden,1984,dissatisfied
106705,Frequent Traveler,64,Work Commute,First Class,3388,2,1,1,1,3,3,3,2,2,2,2,3,2,2,0,0,Germany,2009,dissatisfied
106706,Frequent Traveler,45,Work Commute,First Class,2970,5,5,5,5,3,4,4,4,4,4,4,3,4,3,0,0,Sweden,1977,satisfied
106707,Occasional Traveler,21,Work Commute,Standard,1729,2,0,2,4,4,2,4,4,3,2,5,5,4,4,17,39,Sweden,1949,dissatisfied
106708,Frequent Traveler,34,Work Commute,First Class,1783,3,5,5,5,3,3,4,3,3,3,3,4,3,2,27,13,Austria,2001,dissatisfied
106709,Frequent Traveler,58,Work Commute,First Class,1614,5,5,5,5,2,4,4,4,4,4,4,5,4,3,0,0,Netherlands,1966,satisfied
106710,Frequent Traveler,29,Work Commute,Standard,1607,5,2,3,2,5,4,5,5,3,5,3,2,3,5,0,0,Germany,1954,satisfied
106711,Frequent Traveler,53,Work Commute,First Class,2425,5,5,5,5,5,4,4,3,2,4,4,4,4,4,235,243,Norway,1937,satisfied
106712,Frequent Traveler,70,Leisure Trip,Standard,2019,4,4,4,1,1,4,1,1,5,4,5,5,5,1,0,5,Belgium,1934,dissatisfied
106713,Occasional Traveler,26,Work Commute,Standard,2301,1,1,1,2,2,1,2,2,2,1,2,4,3,2,26,24,Germany,1937,dissatisfied
106714,Frequent Traveler,11,Leisure Trip,Standard,1563,5,4,4,4,5,5,5,5,4,3,5,4,5,5,0,0,Sweden,1999,satisfied
106715,Frequent Traveler,34,Leisure Trip,Standard,1882,3,4,3,4,1,3,1,1,2,2,4,2,3,1,3,1,Spain,2011,dissatisfied
106716,Occasional Traveler,43,Work Commute,Comfort,3978,2,2,2,3,2,1,4,4,5,3,5,4,5,4,0,10,Italy,1963,dissatisfied
106717,Frequent Traveler,60,Work Commute,First Class,364,2,5,5,5,1,3,4,2,2,2,2,3,2,2,0,0,Italy,1966,dissatisfied
106718,Occasional Traveler,44,Work Commute,First Class,2433,1,1,1,2,3,1,3,3,2,3,1,1,2,3,0,0,France,1970,dissatisfied
106719,Frequent Traveler,51,Work Commute,Comfort,1153,3,5,5,5,3,3,4,3,3,3,3,3,3,4,0,12,Norway,2006,dissatisfied
106720,Frequent Traveler,56,Work Commute,Standard,669,3,5,5,5,5,4,4,2,2,3,2,3,2,3,0,0,France,2016,dissatisfied
106721,Frequent Traveler,48,Work Commute,Standard,449,3,4,4,4,5,4,4,4,4,,4,3,4,3,15,0,Belgium,1990,dissatisfied
106722,Occasional Traveler,30,Work Commute,Standard,1179,2,3,2,2,5,2,5,5,3,3,2,1,3,5,0,0,Spain,1939,dissatisfied
106723,Frequent Traveler,56,Leisure Trip,Standard,609,5,3,5,3,2,2,3,3,3,5,3,5,3,1,0,0,France,1952,satisfied
106724,Frequent Traveler,49,Work Commute,First Class,1779,5,5,5,5,5,4,5,5,5,5,5,5,5,4,6,0,Belgium,2019,satisfied
106725,Frequent Traveler,59,Work Commute,First Class,3734,3,3,5,3,5,5,5,4,4,4,4,4,4,5,,6,Italy,1996,satisfied
106726,Frequent Traveler,38,Work Commute,Comfort,2384,4,5,5,5,4,4,4,4,3,1,2,2,3,4,0,8,Norway,2018,dissatisfied
106727,Frequent Traveler,25,Work Commute,First Class,4141,0,0,0,3,5,5,5,5,,3,3,5,5,5,4,12,Norway,1941,satisfied
106728,Frequent Traveler,24,Leisure Trip,Standard,2007,2,2,1,2,4,4,4,5,5,4,5,3,5,3,0,0,Belgium,1939,satisfied
106729,Frequent Traveler,55,Leisure Trip,Standard,558,5,4,2,1,5,2,4,3,3,2,3,1,3,1,0,0,Germany,2016,satisfied
106730,Frequent Traveler,8,Leisure Trip,Standard,1542,1,4,5,2,3,5,3,3,3,2,,4,5,3,19,17,Italy,1984,dissatisfied
106731,Frequent Traveler,51,Work Commute,First Class,3183,4,4,4,4,3,5,4,4,4,4,4,4,4,3,0,0,Germany,2003,satisfied
106732,Frequent Traveler,49,Work Commute,First Class,494,4,4,4,4,2,4,5,4,4,4,4,4,4,3,2,0,Belgium,2011,satisfied
106733,Frequent Traveler,56,Leisure Trip,Standard,2283,2,4,2,1,3,2,,3,4,3,5,4,5,3,31,25,Spain,1934,dissatisfied
106734,Frequent Traveler,63,Work Commute,Standard,2265,4,1,1,1,4,4,4,4,5,1,2,4,1,4,0,0,Switzerland,1965,satisfied
106735,Frequent Traveler,23,Leisure Trip,Standard,2858,0,3,0,3,5,0,5,5,3,3,4,4,3,5,0,14,Norway,1939,satisfied
106736,Frequent Traveler,14,Work Commute,First Class,3622,5,5,5,5,5,5,5,5,5,3,4,5,5,5,0,0,Switzerland,1958,satisfied
106737,Frequent Traveler,44,Leisure Trip,Standard,741,1,1,1,1,3,4,4,5,5,5,5,5,5,3,0,0,Sweden,1936,satisfied
106738,Occasional Traveler,31,Work Commute,Standard,3156,4,4,4,3,1,4,1,1,2,3,1,2,3,1,2,0,Netherlands,1995,dissatisfied
106739,Frequent Traveler,42,Work Commute,First Class,3246,3,3,3,3,2,4,5,4,4,4,4,5,4,3,0,0,Belgium,1963,satisfied
106740,Frequent Traveler,55,Work Commute,Comfort,409,2,2,2,2,1,4,4,2,2,2,2,1,2,4,17,17,Netherlands,1985,dissatisfied
106741,Occasional Traveler,58,Work Commute,Standard,1441,3,0,3,2,4,3,2,4,3,1,4,2,5,4,0,0,Netherlands,2016,dissatisfied
106742,Frequent Traveler,11,Work Commute,Comfort,2161,3,1,2,1,3,4,3,3,3,1,1,2,2,3,0,0,Italy,1951,satisfied
106743,Occasional Traveler,56,Work Commute,First Class,1023,4,4,4,4,4,4,4,4,3,4,4,3,5,4,,0,Austria,1988,dissatisfied
106744,Frequent Traveler,53,Work Commute,First Class,1789,2,3,3,3,2,3,3,0,0,1,2,3,0,4,0,0,Spain,1999,dissatisfied
106745,Occasional Traveler,58,Work Commute,First Class,1655,4,4,4,4,3,4,3,3,4,5,5,5,5,3,33,30,Germany,1987,dissatisfied
106746,Frequent Traveler,60,Work Commute,First Class,2430,2,2,2,2,3,4,5,4,4,4,5,5,4,4,0,3,Sweden,1936,satisfied
106747,Frequent Traveler,22,Leisure Trip,Standard,2307,1,0,1,5,1,1,1,1,3,5,,3,4,1,0,0,Belgium,1965,dissatisfied
106748,Frequent Traveler,40,Work Commute,First Class,3587,1,1,1,1,3,4,4,4,4,4,4,4,4,4,24,13,Netherlands,2020,satisfied
106749,Frequent Traveler,55,Leisure Trip,Standard,2237,5,1,5,3,4,5,3,4,1,2,4,1,3,4,114,116,Netherlands,2016,satisfied
106750,Frequent Traveler,53,Work Commute,First Class,1604,3,4,4,4,2,4,4,3,3,3,3,3,3,1,0,0,Spain,2019,dissatisfied
106751,Frequent Traveler,55,Leisure Trip,Standard,1937,2,5,2,1,2,2,2,2,5,5,5,4,4,2,0,0,Belgium,1974,dissatisfied
106752,Frequent Traveler,24,Work Commute,First Class,3665,2,2,2,2,4,4,4,4,3,2,5,4,5,4,0,0,Germany,1959,satisfied
106753,Frequent Traveler,57,Leisure Trip,Comfort,1118,3,3,3,3,5,5,5,5,5,5,5,5,5,4,0,0,Switzerland,1979,satisfied
106754,Frequent Traveler,10,Work Commute,First Class,3384,3,,2,2,3,3,3,3,4,3,3,1,4,3,51,40,Switzerland,1930,dissatisfied
106755,Frequent Traveler,60,Work Commute,First Class,1775,2,2,2,,5,5,5,2,2,2,2,4,2,3,0,4,Germany,1962,satisfied
106756,Frequent Traveler,55,Leisure Trip,Comfort,1985,5,3,5,4,5,5,5,5,4,4,3,3,3,5,18,0,Sweden,1953,satisfied
106757,Frequent Traveler,58,Work Commute,First Class,259,3,3,3,3,1,5,4,4,4,4,4,2,4,1,0,0,,1997,satisfied
106758,Frequent Traveler,36,Leisure Trip,Standard,1729,4,4,4,3,4,4,4,4,3,3,3,4,4,4,2,0,Norway,1931,satisfied
106759,Frequent Traveler,10,Leisure Trip,First Class,2228,3,3,2,3,3,3,3,3,3,4,5,,5,3,89,76,Belgium,1939,satisfied
106760,Frequent Traveler,54,Leisure Trip,Standard,3015,4,4,4,4,5,5,5,5,4,4,4,4,4,5,0,4,Belgium,,satisfied
106761,Occasional Traveler,21,Work Commute,Standard,1664,3,1,3,3,3,3,3,3,2,5,4,1,3,3,0,0,Sweden,1935,dissatisfied
106762,Frequent Traveler,53,Work Commute,First Class,2532,2,2,5,2,1,5,1,5,5,4,5,3,5,5,0,0,Austria,1989,satisfied
106763,Frequent Traveler,48,Work Commute,Standard,1134,3,3,3,3,4,3,3,3,3,3,3,4,3,3,38,47,France,1939,dissatisfied
106764,Frequent Traveler,18,Leisure Trip,Standard,1387,2,4,2,2,3,2,3,3,5,2,4,3,5,3,10,21,Netherlands,1943,dissatisfied
106765,Frequent Traveler,46,Work Commute,First Class,3595,3,3,3,3,2,5,4,4,4,4,5,3,4,4,3,0,Switzerland,1951,satisfied
106766,Frequent Traveler,53,Leisure Trip,Standard,410,4,4,4,4,3,4,5,5,5,5,5,4,5,5,0,0,Belgium,2002,satisfied
106767,Frequent Traveler,43,Leisure Trip,Standard,436,4,3,3,3,3,5,2,3,3,4,3,,3,4,34,29,Norway,1971,satisfied
106768,Occasional Traveler,23,Work Commute,First Class,3149,5,0,5,3,4,5,3,4,4,1,4,5,5,4,0,0,Sweden,1931,satisfied
106769,Frequent Traveler,31,Work Commute,First Class,3810,1,1,1,1,5,5,5,3,2,3,5,5,3,5,0,0,Germany,1966,satisfied
106770,Frequent Traveler,59,Work Commute,First Class,1676,1,1,1,1,3,3,4,1,1,1,1,3,1,4,8,0,Austria,1973,dissatisfied
106771,Frequent Traveler,50,Leisure Trip,Standard,1133,5,4,4,4,5,5,5,5,1,5,4,1,5,5,0,0,Belgium,2004,satisfied
106772,Occasional Traveler,33,Work Commute,Standard,1798,1,1,1,2,1,1,1,1,2,5,3,4,3,1,0,0,Austria,1965,dissatisfied
106773,Frequent Traveler,38,Work Commute,First Class,568,3,3,3,3,2,1,2,3,3,2,3,2,3,2,44,36,France,1967,dissatisfied
106774,Frequent Traveler,22,Work Commute,First Class,2856,5,5,5,5,4,5,4,4,5,2,5,2,4,4,0,0,Switzerland,1934,satisfied
106775,Frequent Traveler,18,Leisure Trip,Standard,1526,0,5,0,2,1,0,1,1,4,2,4,4,4,1,106,90,Italy,1995,satisfied
106776,Frequent Traveler,33,Work Commute,First Class,2085,2,4,5,5,1,3,4,2,2,2,2,3,2,1,27,20,Spain,1989,dissatisfied
106777,Occasional Traveler,24,Work Commute,Standard,2242,4,4,4,2,1,4,1,1,5,5,5,3,5,1,0,0,Switzerland,1975,dissatisfied
106778,Occasional Traveler,23,Work Commute,Standard,2340,4,4,4,1,4,4,4,4,5,5,4,4,4,4,0,2,Germany,1951,satisfied
106779,Frequent Traveler,47,Work Commute,First Class,993,2,1,1,1,2,4,3,2,2,2,2,4,2,,34,22,Belgium,1989,dissatisfied
106780,Frequent Traveler,54,Work Commute,First Class,2444,4,4,4,4,4,4,4,4,5,4,4,4,3,4,383,358,Switzerland,1960,satisfied
106781,Frequent Traveler,46,Work Commute,First Class,2545,4,4,4,4,4,4,4,4,2,4,5,4,3,4,0,0,Spain,1943,satisfied
106782,Frequent Traveler,31,Work Commute,First Class,1552,5,5,5,5,3,3,3,3,4,3,5,4,5,3,0,0,Spain,2002,satisfied
106783,Frequent Traveler,30,Work Commute,First Class,3186,1,1,4,1,5,5,5,5,2,3,3,3,3,5,0,0,Austria,1948,satisfied
106784,Frequent Traveler,41,Work Commute,First Class,2844,2,2,2,2,2,4,3,2,2,2,2,1,2,4,50,44,Sweden,1935,dissatisfied
106785,Frequent Traveler,57,Leisure Trip,Standard,2090,3,5,3,4,5,3,5,5,5,4,5,4,5,5,0,0,France,1981,dissatisfied
106786,Frequent Traveler,39,Work Commute,First Class,1778,2,1,2,2,4,4,4,4,4,5,4,5,4,3,0,0,Italy,1981,satisfied
106787,Frequent Traveler,25,Work Commute,First Class,1604,3,3,2,3,3,3,3,3,3,1,3,3,3,3,4,19,Sweden,2001,dissatisfied
106788,Frequent Traveler,50,Work Commute,Standard,2646,5,1,5,1,5,5,5,5,3,5,4,3,3,5,54,50,Sweden,1984,satisfied
106789,Frequent Traveler,37,Work Commute,Standard,1759,3,4,4,4,3,2,3,3,1,3,4,1,4,3,0,0,Germany,1971,dissatisfied
106790,Frequent Traveler,44,Leisure Trip,Standard,370,3,3,3,3,4,4,5,3,3,4,3,4,3,3,0,0,Sweden,1993,satisfied
106791,Occasional Traveler,55,Work Commute,Standard,1979,2,2,2,1,1,2,5,1,3,1,1,3,3,1,0,0,France,2014,dissatisfied
106792,Frequent Traveler,43,Leisure Trip,Standard,2537,4,1,4,4,5,4,4,5,3,5,3,2,4,5,24,7,Belgium,2010,dissatisfied
106793,Frequent Traveler,22,Leisure Trip,First Class,4007,2,4,1,3,1,1,1,1,4,2,5,3,5,1,0,0,Spain,1997,dissatisfied
106794,Frequent Traveler,45,Work Commute,Standard,1212,2,1,1,1,2,2,2,2,2,4,3,1,3,2,59,62,Italy,1975,dissatisfied
106795,Occasional Traveler,19,Work Commute,First Class,2370,4,4,4,1,4,2,2,4,4,5,5,2,3,2,1,136,Norway,1944,satisfied
106796,Frequent Traveler,32,Work Commute,Standard,3280,0,0,0,3,3,0,2,3,4,5,3,3,4,3,4,0,Netherlands,2009,satisfied
106797,Frequent Traveler,55,Work Commute,First Class,469,3,3,3,3,5,5,5,5,5,5,5,3,5,3,17,8,Austria,1952,satisfied
106798,Frequent Traveler,47,Leisure Trip,Standard,1742,3,4,3,3,1,3,1,1,4,5,5,4,4,1,0,0,France,1943,dissatisfied
106799,Frequent Traveler,54,Work Commute,First Class,2635,1,1,1,1,3,5,4,4,,4,4,3,4,3,54,35,Norway,2005,satisfied
106800,Frequent Traveler,42,Leisure Trip,Comfort,777,4,4,4,4,2,3,4,1,1,4,1,2,1,3,0,0,Netherlands,2015,dissatisfied
106801,Occasional Traveler,25,Work Commute,,2202,0,5,0,3,4,0,4,4,3,4,4,5,4,4,0,0,Germany,2005,satisfied
106802,Frequent Traveler,9,Leisure Trip,Standard,1630,4,2,4,4,3,4,3,3,3,2,3,4,4,3,5,0,Spain,1939,satisfied
106803,Frequent Traveler,43,Work Commute,First Class,1754,5,5,5,5,3,4,4,4,4,3,4,3,4,3,20,12,Switzerland,2005,satisfied
106804,Frequent Traveler,27,Leisure Trip,Standard,2404,5,1,5,4,4,5,4,4,3,1,3,3,3,4,0,0,Sweden,1937,satisfied
106805,Frequent Traveler,25,Work Commute,Standard,2530,0,4,0,1,3,0,1,3,5,4,2,5,5,3,51,33,France,1989,satisfied
106806,Occasional Traveler,48,Work Commute,First Class,2937,1,1,1,3,5,1,5,5,4,3,3,3,4,5,48,46,Germany,1930,dissatisfied
106807,Frequent Traveler,64,Leisure Trip,Standard,2248,2,3,2,4,4,2,3,4,2,1,3,4,4,4,0,12,Austria,1970,dissatisfied
106808,Frequent Traveler,52,Leisure Trip,Standard,1060,4,5,4,1,4,3,4,4,4,4,4,4,4,2,0,0,Germany,1973,satisfied
106809,Frequent Traveler,62,Leisure Trip,Comfort,1730,4,5,4,3,2,4,2,2,2,4,2,4,4,2,0,0,Austria,1931,dissatisfied
106810,Frequent Traveler,47,Leisure Trip,Standard,2089,2,4,2,2,5,2,5,5,3,5,5,3,4,5,37,22,Italy,1932,dissatisfied
106811,Occasional Traveler,52,Work Commute,Standard,1499,2,3,3,3,1,3,1,1,5,4,3,3,2,1,3,0,Spain,1929,dissatisfied
106812,Frequent Traveler,38,Leisure Trip,Standard,1329,2,4,2,4,2,2,2,2,5,5,4,5,4,2,2,1,Austria,1983,dissatisfied
106813,Frequent Traveler,53,Work Commute,First Class,3400,5,5,5,5,5,5,5,3,5,4,5,5,4,5,146,175,Germany,1961,satisfied
106814,Frequent Traveler,41,Leisure Trip,Standard,1832,1,5,1,2,4,1,4,4,5,5,4,5,4,4,8,3,Belgium,2015,dissatisfied
106815,Frequent Traveler,24,Leisure Trip,Standard,1826,0,1,0,3,3,0,2,3,2,2,3,4,3,3,0,0,Belgium,1975,satisfied
106816,Frequent Traveler,64,Leisure Trip,Standard,1960,3,0,2,3,4,2,4,4,3,5,3,4,4,4,0,0,Austria,1952,dissatisfied
106817,Frequent Traveler,18,Leisure Trip,Standard,1457,1,1,1,1,5,4,5,5,5,5,5,3,5,4,32,53,Germany,1981,satisfied
106818,Frequent Traveler,51,Leisure Trip,Standard,3112,4,5,4,4,4,4,4,4,5,4,5,3,5,,0,0,Netherlands,1978,dissatisfied
106819,Frequent Traveler,36,Leisure Trip,Standard,2331,5,4,4,4,5,5,5,5,4,3,3,5,5,5,0,0,Italy,2002,satisfied
106820,Frequent Traveler,32,Leisure Trip,Standard,1588,3,0,3,4,4,3,4,4,3,3,4,5,4,4,7,0,Italy,1983,dissatisfied
106821,Frequent Traveler,54,Work Commute,First Class,2844,5,5,5,5,5,5,5,4,4,4,4,3,4,5,0,4,Austria,1999,satisfied
106822,Frequent Traveler,36,Leisure Trip,Standard,2148,5,5,5,5,2,4,4,4,4,5,4,5,4,5,0,0,Germany,2011,satisfied
106823,Frequent Traveler,56,Work Commute,First Class,2649,5,5,5,5,4,4,4,4,4,5,5,4,3,4,0,0,Germany,2000,satisfied
106824,Frequent Traveler,25,Leisure Trip,Standard,1209,3,5,3,4,3,3,3,3,4,4,5,4,4,3,0,0,Switzerland,1941,dissatisfied
106825,Frequent Traveler,37,Work Commute,First Class,3258,4,4,4,4,3,4,5,5,5,5,5,3,5,3,0,0,Spain,1940,satisfied
106826,Frequent Traveler,18,Leisure Trip,Standard,2476,1,1,1,1,2,5,5,4,4,4,4,5,4,3,25,11,Sweden,2016,satisfied
106827,Occasional Traveler,21,Work Commute,Standard,2174,1,0,0,3,2,0,2,2,3,3,5,4,5,2,1,0,Germany,1994,dissatisfied
106828,Frequent Traveler,32,Work Commute,First Class,2619,3,3,3,3,4,3,4,4,5,5,4,5,5,4,59,44,Belgium,1947,satisfied
106829,Occasional Traveler,39,Work Commute,Standard,1437,1,1,1,3,4,1,4,4,2,1,3,3,4,4,27,30,Italy,2017,dissatisfied
106830,Frequent Traveler,31,Work Commute,Comfort,2063,5,4,4,4,5,5,5,5,3,1,1,4,1,5,0,0,Germany,1973,satisfied
106831,Frequent Traveler,30,Work Commute,Standard,1590,0,0,0,1,5,0,5,5,4,1,4,2,4,5,0,15,Switzerland,1950,satisfied
106832,Frequent Traveler,48,Work Commute,First Class,2459,5,5,5,5,4,5,5,4,4,4,4,4,4,4,5,27,Austria,1943,satisfied
106833,Frequent Traveler,53,Work Commute,First Class,3024,2,2,2,2,3,4,5,5,5,4,4,3,5,3,0,0,France,1957,satisfied
106834,Frequent Traveler,40,Work Commute,Standard,1972,2,3,3,3,2,2,2,2,2,5,2,1,3,2,73,64,Italy,1964,satisfied
106835,Frequent Traveler,36,Work Commute,First Class,1439,1,1,5,1,3,2,3,5,5,5,5,1,5,3,1,0,Sweden,1974,satisfied
106836,Frequent Traveler,45,Work Commute,First Class,1019,2,2,2,2,4,5,5,4,4,4,4,4,4,4,0,0,Belgium,1946,satisfied
106837,Frequent Traveler,50,Work Commute,First Class,1854,3,3,3,3,2,5,5,3,3,2,3,3,3,3,0,7,Belgium,1943,satisfied
106838,Frequent Traveler,51,Leisure Trip,Standard,1787,3,1,3,2,4,3,4,4,2,1,2,1,3,4,0,0,Sweden,1996,dissatisfied
106839,Frequent Traveler,65,Leisure Trip,Standard,1890,3,2,3,3,3,3,2,3,2,3,1,4,3,3,1,0,Germany,1997,dissatisfied
106840,Frequent Traveler,57,Leisure Trip,Standard,622,5,5,5,5,2,5,5,4,4,4,4,4,4,4,38,23,Germany,1940,satisfied
106841,Frequent Traveler,17,Leisure Trip,First Class,1948,4,3,4,4,4,4,4,4,4,1,3,2,4,4,0,16,Netherlands,1983,dissatisfied
106842,Occasional Traveler,35,Work Commute,First Class,1302,2,2,2,3,5,2,5,5,5,4,4,5,4,5,18,16,Netherlands,1953,dissatisfied
106843,Frequent Traveler,34,Work Commute,Comfort,2316,4,1,1,1,4,4,4,4,1,2,3,4,1,4,0,0,Norway,1987,satisfied
106844,Frequent Traveler,27,Work Commute,First Class,4054,4,4,4,4,4,5,4,4,4,3,1,5,2,4,0,0,Germany,1939,satisfied
106845,Frequent Traveler,19,Leisure Trip,Standard,2736,2,3,2,3,5,2,5,5,1,2,1,5,3,5,0,0,Italy,2014,dissatisfied
106846,Frequent Traveler,62,Work Commute,Standard,1734,4,2,2,2,4,4,4,4,3,4,5,1,3,4,2,0,Germany,1958,satisfied
106847,,57,Leisure Trip,Comfort,2402,4,5,4,2,1,4,1,1,4,4,4,5,1,1,0,10,Austria,2012,dissatisfied
106848,Frequent Traveler,32,Work Commute,First Class,2032,2,2,2,2,4,4,4,4,3,1,4,3,4,4,0,0,Austria,1945,satisfied
106849,Frequent Traveler,42,Leisure Trip,Standard,2496,3,4,3,2,1,3,1,1,5,,4,4,4,1,28,36,Spain,2012,dissatisfied
106850,Frequent Traveler,76,Work Commute,First Class,2757,3,,5,5,5,,4,3,3,3,3,2,3,1,15,14,Austria,2004,dissatisfied
106851,Frequent Traveler,49,Work Commute,First Class,326,3,1,1,1,2,2,2,3,3,2,3,4,3,3,2,0,Switzerland,2001,dissatisfied
106852,Occasional Traveler,42,Work Commute,First Class,1955,2,2,2,3,3,2,3,3,5,3,5,3,4,3,14,9,Sweden,1993,dissatisfied
106853,Frequent Traveler,72,Work Commute,First Class,3430,3,3,3,3,4,5,4,5,5,5,5,5,5,5,6,0,Norway,1966,satisfied
106854,Frequent Traveler,70,Leisure Trip,First Class,1189,4,4,4,4,5,5,5,5,5,5,5,5,5,3,4,3,Norway,1997,satisfied
106855,Frequent Traveler,39,Leisure Trip,Standard,1952,2,1,2,3,5,2,3,5,3,3,1,2,3,5,2,17,France,1957,dissatisfied
106856,Frequent Traveler,27,Leisure Trip,Standard,1672,4,5,4,3,3,4,1,3,5,3,4,4,4,3,0,0,Netherlands,1939,dissatisfied
