Passenger Type,Age,Type of Trip,Ticket Class,Trip Distance,Seat comfort,Departure/Arrival time convenient,Dining Service,Platform Location,Onboard wifi service,Onboard entertainment,Online support,Ease of Online booking,Train Staff Service,Leg room service,Baggage handling,Ticket Verification Service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,nation,Train Model Year,satisfaction
Frequent Traveler,28.0,Work Commute,First Class,2499.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,48.0,31.0,Germany,1945.0,dissatisfied
Frequent Traveler,50.0,Work Commute,Standard,90.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,27.0,40.0,Netherlands,1940.0,dissatisfied
Occasional Traveler,20.0,Work Commute,Standard,1801.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,0.0,16.0,Germany,2013.0,dissatisfied
Frequent Traveler,45.0,Work Commute,Standard,466.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0,0.0,Germany,2003.0,satisfied
Frequent Traveler,63.0,Work Commute,First Class,510.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,50.0,37.0,Austria,1999.0,dissatisfied
Frequent Traveler,29.0,Leisure Trip,Standard,1175.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,0.0,0.0,Spain,1975.0,satisfied
Frequent Traveler,49.0,Leisure Trip,Standard,2540.0,1.0,5.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,3.0,0.0,23.0,Norway,2002.0,dissatisfied
Frequent Traveler,19.0,Leisure Trip,Comfort,1399.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,Sweden,1975.0,satisfied
Frequent Traveler,18.0,Leisure Trip,Standard,2063.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,0.0,0.0,Germany,2001.0,dissatisfied
Frequent Traveler,41.0,Work Commute,First Class,3946.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,13.0,69.0,Germany,1999.0,satisfied
Frequent Traveler,31.0,Work Commute,First Class,4974.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,44.0,30.0,Spain,1981.0,dissatisfied
Frequent Traveler,57.0,Work Commute,First Class,799.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,9.0,0.0,Austria,2002.0,satisfied
Frequent Traveler,30.0,Work Commute,First Class,3463.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,2.0,5.0,0.0,0.0,Norway,1965.0,satisfied
Frequent Traveler,24.0,Work Commute,Standard,3386.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,12.0,4.0,France,1961.0,dissatisfied
Frequent Traveler,20.0,Work Commute,Standard,2788.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,12.0,0.0,Austria,1985.0,dissatisfied
Frequent Traveler,46.0,Leisure Trip,Standard,2518.0,2.0,4.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,5.0,0.0,0.0,Norway,1939.0,dissatisfied
Frequent Traveler,39.0,Work Commute,First Class,3183.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,25.0,13.0,Spain,1970.0,dissatisfied
Frequent Traveler,59.0,Leisure Trip,Comfort,2018.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,82.0,71.0,Spain,2015.0,dissatisfied
Frequent Traveler,59.0,Work Commute,First Class,1481.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,France,1984.0,satisfied
Frequent Traveler,36.0,Leisure Trip,Standard,2545.0,3.0,5.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,23.0,11.0,Norway,1988.0,dissatisfied
Occasional Traveler,23.0,Work Commute,First Class,1914.0,4.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,0.0,Austria,1957.0,satisfied
Frequent Traveler,25.0,Work Commute,Standard,1989.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,5.0,3.0,2.0,4.0,4.0,0.0,0.0,France,1994.0,dissatisfied
Frequent Traveler,55.0,Leisure Trip,Standard,774.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,Germany,1963.0,satisfied
Frequent Traveler,32.0,Leisure Trip,Standard,2902.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,0.0,0.0,France,1952.0,satisfied
Frequent Traveler,55.0,Work Commute,First Class,3175.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,23.0,4.0,Italy,1980.0,satisfied
Frequent Traveler,33.0,Leisure Trip,Standard,2160.0,3.0,4.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,10.0,0.0,France,1988.0,dissatisfied
Frequent Traveler,24.0,Work Commute,First Class,3068.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,0.0,0.0,Spain,2010.0,dissatisfied
Frequent Traveler,20.0,Leisure Trip,Comfort,2334.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,5.0,5.0,1.0,0.0,0.0,Norway,1998.0,dissatisfied
Frequent Traveler,30.0,Work Commute,First Class,3713.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,0.0,Netherlands,1977.0,satisfied
Occasional Traveler,37.0,Work Commute,First Class,1209.0,3.0,2.0,2.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,31.0,Austria,1978.0,dissatisfied
Occasional Traveler,21.0,Work Commute,Standard,1886.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,4.0,2.0,24.0,18.0,Belgium,1980.0,dissatisfied
Frequent Traveler,44.0,Work Commute,First Class,2509.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,Netherlands,1947.0,satisfied
Frequent Traveler,19.0,Work Commute,First Class,1030.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,5.0,5.0,3.0,3.0,51.0,42.0,Switzerland,1973.0,satisfied
Frequent Traveler,45.0,Work Commute,First Class,3246.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,0.0,0.0,Netherlands,1943.0,satisfied
Frequent Traveler,44.0,Work Commute,First Class,2162.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,16.0,20.0,Netherlands,2019.0,satisfied
Frequent Traveler,41.0,Work Commute,First Class,3515.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0,Switzerland,2012.0,satisfied
Frequent Traveler,41.0,Leisure Trip,Standard,1364.0,4.0,1.0,4.0,4.0,5.0,4.0,5.0,5.0,1.0,5.0,4.0,1.0,4.0,5.0,1.0,0.0,Germany,1962.0,satisfied
Frequent Traveler,41.0,Work Commute,First Class,3305.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,0.0,1.0,Austria,1978.0,dissatisfied
Frequent Traveler,53.0,Work Commute,First Class,2766.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,22.0,7.0,Norway,2020.0,dissatisfied
Frequent Traveler,50.0,Work Commute,First Class,2560.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,7.0,Netherlands,1994.0,satisfied
Frequent Traveler,37.0,Leisure Trip,Standard,2710.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,0.0,16.0,Sweden,1998.0,dissatisfied
Occasional Traveler,32.0,Work Commute,First Class,1949.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,0.0,0.0,Austria,2013.0,dissatisfied
Frequent Traveler,43.0,Leisure Trip,Standard,2392.0,2.0,2.0,3.0,2.0,5.0,3.0,5.0,5.0,1.0,5.0,2.0,3.0,2.0,5.0,0.0,0.0,Switzerland,1957.0,dissatisfied
Frequent Traveler,17.0,Leisure Trip,Standard,2137.0,4.0,4.0,4.0,1.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,0.0,0.0,Switzerland,2011.0,dissatisfied
Frequent Traveler,20.0,Leisure Trip,Standard,2016.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,1.0,4.0,0.0,0.0,Netherlands,1935.0,satisfied
Frequent Traveler,40.0,Leisure Trip,Standard,3562.0,4.0,5.0,4.0,1.0,5.0,4.0,2.0,5.0,3.0,2.0,3.0,3.0,5.0,5.0,42.0,7.0,Austria,1997.0,dissatisfied
Frequent Traveler,48.0,Work Commute,First Class,1894.0,5.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,0.0,Norway,1946.0,satisfied
Frequent Traveler,77.0,Work Commute,First Class,3960.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,39.0,50.0,France,1939.0,dissatisfied
Occasional Traveler,25.0,Work Commute,Standard,2906.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,3.0,48.0,35.0,Sweden,1980.0,dissatisfied
Frequent Traveler,53.0,Work Commute,First Class,1424.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,72.0,68.0,Sweden,1940.0,dissatisfied
Frequent Traveler,41.0,Work Commute,First Class,426.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,2.0,Spain,2015.0,satisfied
Occasional Traveler,25.0,Work Commute,First Class,2020.0,1.0,5.0,1.0,3.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,France,1965.0,dissatisfied
Frequent Traveler,39.0,Work Commute,First Class,1533.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,2.0,Netherlands,2010.0,satisfied
Frequent Traveler,63.0,Leisure Trip,Comfort,433.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,4.0,5.0,1.0,40.0,63.0,Austria,2020.0,satisfied
Frequent Traveler,37.0,Work Commute,Standard,2746.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,Spain,2012.0,dissatisfied
Frequent Traveler,49.0,Leisure Trip,Standard,2077.0,1.0,5.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,2.0,4.0,4.0,5.0,3.0,0.0,0.0,France,1964.0,dissatisfied
Frequent Traveler,38.0,Work Commute,First Class,2143.0,2.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,9.0,7.0,Netherlands,1981.0,dissatisfied
Frequent Traveler,50.0,Work Commute,First Class,2478.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,France,1991.0,satisfied
Frequent Traveler,59.0,Leisure Trip,Standard,2031.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,4.0,0.0,0.0,France,1981.0,dissatisfied
Occasional Traveler,22.0,Work Commute,Standard,1967.0,5.0,4.0,5.0,3.0,1.0,5.0,4.0,1.0,5.0,3.0,4.0,4.0,5.0,1.0,0.0,0.0,Belgium,2014.0,satisfied
Frequent Traveler,52.0,Work Commute,First Class,58.0,0.0,5.0,0.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,Italy,2017.0,satisfied
Frequent Traveler,18.0,Work Commute,First Class,1825.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,Norway,1943.0,satisfied
Frequent Traveler,31.0,Work Commute,Standard,1507.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,4.0,2.0,0.0,0.0,Italy,1974.0,dissatisfied
Occasional Traveler,26.0,Work Commute,First Class,2108.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,14.0,0.0,Norway,1949.0,satisfied
Frequent Traveler,12.0,Leisure Trip,Comfort,1737.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,3.0,Norway,1985.0,satisfied
Frequent Traveler,40.0,Work Commute,First Class,333.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,0.0,Austria,1939.0,satisfied
Frequent Traveler,33.0,Work Commute,First Class,2865.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,7.0,Belgium,1938.0,satisfied
Frequent Traveler,44.0,Leisure Trip,Standard,1824.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,4.0,2.0,0.0,0.0,Sweden,2009.0,dissatisfied
Occasional Traveler,68.0,Work Commute,First Class,1216.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,Spain,1962.0,dissatisfied
Frequent Traveler,47.0,Work Commute,Standard,1963.0,2.0,3.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,1.0,0.0,0.0,France,1987.0,satisfied
Frequent Traveler,40.0,Work Commute,First Class,2886.0,1.0,1.0,5.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,14.0,0.0,Netherlands,1972.0,satisfied
Frequent Traveler,52.0,Work Commute,First Class,2403.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,0.0,Germany,1967.0,satisfied
Occasional Traveler,24.0,Work Commute,Standard,1333.0,2.0,0.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,0.0,0.0,France,1944.0,dissatisfied
Frequent Traveler,25.0,Work Commute,First Class,2998.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,13.0,15.0,Belgium,1948.0,dissatisfied
Frequent Traveler,62.0,Leisure Trip,Standard,1052.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,0.0,2.0,Germany,1964.0,satisfied
Frequent Traveler,24.0,Work Commute,First Class,2023.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,5.0,0.0,0.0,Spain,2011.0,satisfied
Occasional Traveler,25.0,Work Commute,Standard,2095.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,8.0,16.0,Italy,2011.0,dissatisfied
Frequent Traveler,51.0,Work Commute,First Class,1564.0,1.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,Switzerland,1958.0,dissatisfied
Occasional Traveler,36.0,Work Commute,First Class,3627.0,1.0,1.0,1.0,5.0,4.0,1.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,4.0,30.0,29.0,Belgium,2018.0,dissatisfied
Frequent Traveler,58.0,Leisure Trip,Standard,1710.0,3.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,1.0,0.0,14.0,France,1954.0,dissatisfied
Frequent Traveler,26.0,Work Commute,First Class,1357.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,17.0,7.0,Switzerland,1979.0,satisfied
Frequent Traveler,50.0,Work Commute,First Class,585.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,Italy,1942.0,satisfied
Occasional Traveler,37.0,Work Commute,Standard,1821.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,1.0,2.0,0.0,0.0,Germany,2007.0,dissatisfied
Frequent Traveler,35.0,Work Commute,First Class,3551.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,2.0,Italy,1991.0,satisfied
Frequent Traveler,66.0,Leisure Trip,Standard,2072.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,0.0,0.0,Germany,1959.0,dissatisfied
Frequent Traveler,46.0,Leisure Trip,Standard,746.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,1.0,Germany,1964.0,satisfied
Occasional Traveler,28.0,Work Commute,Standard,1753.0,2.0,4.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0,3.0,4.0,2.0,6.0,Sweden,2020.0,dissatisfied
Occasional Traveler,22.0,Work Commute,Standard,2020.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,0.0,11.0,Netherlands,1938.0,satisfied
Frequent Traveler,45.0,Leisure Trip,Standard,247.0,5.0,0.0,0.0,1.0,3.0,5.0,4.0,5.0,5.0,0.0,4.0,3.0,5.0,4.0,0.0,0.0,Belgium,1936.0,satisfied
Frequent Traveler,64.0,Leisure Trip,Standard,2359.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,20.0,5.0,Austria,1994.0,satisfied
Occasional Traveler,13.0,Work Commute,Comfort,2769.0,1.0,0.0,0.0,3.0,5.0,0.0,5.0,5.0,5.0,4.0,5.0,1.0,3.0,5.0,6.0,0.0,Norway,1934.0,dissatisfied
Frequent Traveler,34.0,Work Commute,First Class,1625.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,Switzerland,2008.0,satisfied
Occasional Traveler,29.0,Work Commute,First Class,3337.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,36.0,23.0,Austria,1967.0,satisfied
Occasional Traveler,29.0,Work Commute,First Class,2692.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,Norway,1978.0,dissatisfied
Frequent Traveler,39.0,Work Commute,First Class,2172.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,0.0,22.0,Netherlands,1970.0,satisfied
Occasional Traveler,39.0,Work Commute,First Class,2220.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,47.0,29.0,Austria,1988.0,dissatisfied
Frequent Traveler,45.0,Work Commute,First Class,2337.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,Spain,2014.0,satisfied
Frequent Traveler,46.0,Work Commute,First Class,406.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,36.0,41.0,Italy,1940.0,satisfied
Frequent Traveler,51.0,Leisure Trip,Standard,4021.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,4.0,4.0,1.0,4.0,19.0,Spain,2004.0,dissatisfied
Frequent Traveler,33.0,Work Commute,First Class,2561.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,0.0,0.0,Austria,1980.0,dissatisfied
Frequent Traveler,58.0,Leisure Trip,Comfort,640.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,0.0,0.0,Austria,1955.0,satisfied
Frequent Traveler,44.0,Work Commute,Standard,530.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,0.0,0.0,Switzerland,1992.0,satisfied
Frequent Traveler,45.0,Work Commute,First Class,3239.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,1.0,Norway,1967.0,satisfied
Frequent Traveler,49.0,Leisure Trip,Standard,1784.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,Netherlands,1940.0,dissatisfied
Frequent Traveler,47.0,Leisure Trip,Comfort,131.0,1.0,1.0,4.0,1.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0.0,4.0,Switzerland,1940.0,satisfied
Frequent Traveler,22.0,Work Commute,First Class,4473.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,0.0,0.0,Netherlands,1941.0,satisfied
Frequent Traveler,40.0,Work Commute,First Class,2694.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,0.0,4.0,France,1983.0,satisfied
Frequent Traveler,47.0,Leisure Trip,Standard,998.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,Spain,1936.0,satisfied
Frequent Traveler,12.0,Leisure Trip,Standard,1638.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,0.0,2.0,Sweden,1956.0,dissatisfied
Frequent Traveler,40.0,Work Commute,Comfort,1852.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,2.0,3.0,5.0,0.0,0.0,Belgium,2018.0,satisfied
Frequent Traveler,30.0,Work Commute,Comfort,1220.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,Belgium,1948.0,dissatisfied
Frequent Traveler,50.0,Leisure Trip,Standard,1277.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,30.0,26.0,Norway,1986.0,dissatisfied
Frequent Traveler,39.0,Work Commute,First Class,2232.0,3.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,79.0,74.0,Italy,1967.0,dissatisfied
Frequent Traveler,59.0,Work Commute,First Class,1966.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,0.0,0.0,Spain,2008.0,satisfied
Frequent Traveler,9.0,Leisure Trip,Standard,2411.0,4.0,1.0,4.0,4.0,5.0,4.0,5.0,5.0,1.0,3.0,3.0,4.0,3.0,5.0,0.0,0.0,Austria,1931.0,dissatisfied
Frequent Traveler,42.0,Work Commute,First Class,3749.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,10.0,Germany,1957.0,satisfied
Frequent Traveler,57.0,Work Commute,First Class,1155.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0,France,1989.0,satisfied
Frequent Traveler,21.0,Leisure Trip,Standard,3729.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,2.0,0.0,Germany,2007.0,satisfied
Occasional Traveler,45.0,Work Commute,First Class,2654.0,2.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,7.0,0.0,Belgium,1976.0,dissatisfied
Frequent Traveler,46.0,Work Commute,Standard,1851.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,17.0,6.0,Norway,1965.0,satisfied
Frequent Traveler,43.0,Work Commute,First Class,1642.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,0.0,0.0,Belgium,1973.0,satisfied
Frequent Traveler,68.0,Leisure Trip,Standard,2405.0,2.0,2.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,Italy,1976.0,satisfied
Occasional Traveler,45.0,Work Commute,Standard,1335.0,4.0,3.0,4.0,5.0,1.0,4.0,1.0,1.0,3.0,2.0,4.0,1.0,5.0,1.0,0.0,0.0,France,1933.0,dissatisfied
Frequent Traveler,51.0,Work Commute,Standard,810.0,5.0,3.0,4.0,3.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,0.0,0.0,Switzerland,1953.0,satisfied
Frequent Traveler,38.0,Work Commute,First Class,677.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,85.0,77.0,Belgium,2016.0,satisfied
Occasional Traveler,47.0,Work Commute,Standard,1788.0,3.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,1.0,0.0,0.0,Austria,2011.0,dissatisfied
Frequent Traveler,60.0,Leisure Trip,Standard,644.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,4.0,4.0,10.0,0.0,Austria,1936.0,satisfied
Occasional Traveler,23.0,Work Commute,Standard,2936.0,5.0,5.0,5.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,4.0,2.0,5.0,1.0,36.0,26.0,Austria,1981.0,satisfied
